block,representation,profile,concentration,harmonic,center_a,center_b,cov_aa,cov_ab,cov_bb,axis_major,axis_minor,angle_radians,angle_degrees,contains_origin,note,feature_axis,feature_value
feature_block_1,intervals_n24_d6_o0,kappa_12,12.0,2,0.286523430956516,-0.08909385562146593,0.007233970079530061,0.00017778749081189034,0.0055560968031911255,0.20845552309622775,0.1821469933148552,-3.0371774383514447,-174.01744884989256,0,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,24.0
feature_block_1,intervals_n12_d6_o0,kappa_2,2.0,1,0.3142654858652929,0.2541178431712537,0.0052884775078085025,-0.0001159099790834913,0.006063691701414629,0.19087170553457766,0.17771919248115187,1.716084184967864,98.32438108780632,0,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,12.0
feature_block_1,intervals_n12_d6_o0,kappa_2,2.0,2,0.19589290254698605,-0.2655240321909587,0.00625690874491667,0.0003388880474791052,0.005595733983737677,0.1958158967986936,0.1807507213241294,-2.742694508244445,-157.14481981611547,0,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,12.0
feature_block_1,intervals_n12_d6_o0,kappa_6,6.0,1,-0.006342620294674576,0.06437344266505626,0.006143209917836705,3.640405801800051e-05,0.005385733133225923,0.19187830202735,0.17960504104052785,-3.093680209495325,-177.25481916723047,1,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,12.0
feature_block_1,intervals_n12_d6_o0,kappa_6,6.0,2,0.2650361267321384,-0.26860046901471846,0.0062480303771213054,-5.939648079353461e-06,0.005324563422405611,0.19348147554119546,0.17861048146833078,3.1351611072786887,179.63149954063078,0,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,12.0
feature_block_1,intervals_n12_d6_o0,kappa_9,9.0,1,-0.14436333259480294,0.10938230625671949,0.004502046511491832,-0.0005513777987537798,0.00469643453145263,0.17581433353595502,0.1555689338504142,2.2689533325246125,130.00144986580355,0,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,12.0
feature_block_1,intervals_n12_d6_o0,kappa_9,9.0,2,0.4427841294304918,-0.37421701985366684,0.005156176223336789,0.0006292086928705994,0.0045624880810685164,0.18243593599372493,0.1579435401755378,-2.576600800764374,-147.62835137382692,0,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,12.0
feature_block_1,intervals_n12_d6_o0,kappa_12,12.0,1,-0.18282767588441473,0.04656130290030795,0.00393983979553088,-0.00018218997370858124,0.00441494547775788,0.1637754134694681,0.15243035690607767,1.8979253391558375,108.74311176456486,0,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,12.0
feature_block_1,intervals_n12_d6_o0,kappa_12,12.0,2,0.31080491721715126,-0.40004273606406304,0.004846007877480702,0.0003784347321183754,0.003605085198704582,0.17225443318672584,0.14478547854599802,-2.867750066296282,-164.30997549713896,0,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,12.0
feature_block_1,intervals_n18_d6_o0,kappa_2,2.0,1,0.09511145598357253,0.13742575682678637,0.006860773877566278,-0.0004263914544392351,0.006841393564950919,0.2088142575042622,0.19619545436457664,2.367555515959345,135.65093882738847,1,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,18.0
feature_block_1,intervals_n18_d6_o0,kappa_2,2.0,2,0.06492990982443282,-0.14145222378557773,0.006834216421868825,2.52738522945605e-05,0.006839457326110135,0.2027681061789772,0.20201590681510223,0.8370547572785468,47.95970481340826,1,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,18.0
